Website,Protocol,Run,TTFB,PLT
http://facebook.com/,QUIC,4,249.599,4096.786000013351
http://facebook.com/,TCP,3,185.08100000000002,7193.668999999762
http://wikipedia.org/,QUIC,5,76.43299999999999,989.1659999936819
http://youtube.com/,QUIC,5,113.245,2341.048000007868
http://facebook.com/,QUIC,1,179.79900000000004,2788.4760000109673
http://yahoo.com/,QUIC,1,87.66999999999996,4195.576000005007
http://facebook.com/,QUIC,5,260.46500000000003,32017.35799999535
https://google.com/,QUIC,3,115.834,61480.77499999106
http://youtube.com/,QUIC,1,114.73400000000004,10236.22800000012
http://youtube.com/,QUIC,4,103.45200000000003,32059.60799999535
http://facebook.com/,TCP,2,236.10000000000002,3135.964999988675
http://youtube.com/,TCP,1,99.21199999999999,2927.603000000119
https://google.com/,QUIC,2,111.06299999999999,1714.0630000084639
http://facebook.com/,QUIC,3,369.00600000000003,2989.0399999916553
http://baidu.com/,TCP,4,305.271,431.7150000035763
http://baidu.com/,TCP,3,233.188,359.65399999916553
http://yahoo.com/,QUIC,2,116.428,4255.300999999046
http://facebook.com/,QUIC,2,206.77599999999998,2796.688000008464
http://wikipedia.org/,QUIC,3,67.92499999999995,989.1920000016689
https://google.com/,TCP,4,104.77999999999997,2146.5309999883175
http://youtube.com/,TCP,3,87.59899999999999,3257.259000003338
http://wikipedia.org/,TCP,2,109.14800000000002,1190.5269999951124
http://baidu.com/,TCP,2,225.78300000000002,356
http://baidu.com/,QUIC,1,0,125663.19200000167
http://wikipedia.org/,QUIC,2,76.65000000000003,1076.4000000059605
https://google.com/,TCP,3,185.207,2666.0810000002384
http://facebook.com/,TCP,1,170.63399999999996,7354.993999987841
http://facebook.com/,TCP,5,161.19199999999995,7408.12800000608
https://google.com/,TCP,2,100.411,2165.592999994755
http://youtube.com/,QUIC,3,123.57900000000001,2448.3010000139475
http://wikipedia.org/,TCP,3,71.19,1196.6359999924898
http://wikipedia.org/,QUIC,1,71.322,1123.6780000030994
http://baidu.com/,TCP,5,290.546,423.152999997139
https://google.com/,TCP,5,101.55699999999996,2036.0120000094175
http://baidu.com/,TCP,1,633.492,759.9280000030994
http://youtube.com/,TCP,4,94.77499999999998,3040.6349999904633
http://baidu.com/,QUIC,2,850.2510000000001,981.6710000038147
http://baidu.com/,QUIC,5,283.788,412.1030000001192
http://yahoo.com/,TCP,1,111.95100000000002,14721.422000005841
http://youtube.com/,TCP,5,83.03199999999998,3064.2359999865294
http://wikipedia.org/,TCP,5,73.834,1239.3530000001192
https://google.com/,TCP,1,107.654,1999.8550000041723
http://wikipedia.org/,QUIC,4,79.20999999999998,1151.6239999979734
http://youtube.com/,TCP,2,82.72200000000004,3281.75
http://youtube.com/,QUIC,2,91.31699999999998,2354.5499999970198
http://wikipedia.org/,TCP,1,89.793,1178.8949999958277
http://baidu.com/,QUIC,4,273.435,399.5529999881983
http://facebook.com/,TCP,4,163.74900000000002,3358.3420000076294
http://baidu.com/,QUIC,3,343.909,470.9310000091791
http://wikipedia.org/,TCP,4,67.61500000000001,1169.7290000021458
https://google.com/,QUIC,1,149.803,1699.5850000083447
