Website,Protocol,Run,TTFB,PLT
http://youtube.com/,HTTPS-0,NORMAL-HTTP,78.21699999999998,3449.5569999217987
http://youtube.com/,QUIC-2,NORMAL-QUIC,76.666,2393.557000041008
http://youtube.com/,HTTPS-1,NORMAL-HTTP,76.322,3060.7780001163483
http://youtube.com/,QUIC-0,NORMAL-QUIC,80.36600000000004,2566.1189999580383
http://youtube.com/,QUIC-1,NORMAL-QUIC,79.97900000000004,2778.542999982834
http://youtube.com/,HTTPS-2,NORMAL-HTTP,86.06799999999998,3020.4479999542236
http://youtube.com/,QUIC-0,NORMAL-HTTP,112.263,6929.551999926567
http://youtube.com/,QUIC-2,NORMAL-HTTP,79.16300000000001,2250.6729999780655
http://vk.com/,QUIC-2,NORMAL-BYPASS,150.039,2245.9479999542236
http://vk.com/,QUIC-1,NORMAL-BYPASS,136.88599999999997,2205.3710000514984
http://vk.com/,QUIC-0,NORMAL-BYPASS,139.36700000000002,2407.5399998426437
http://vk.com/,HTTPS-0,NORMAL-BYPASS,143.76299999999998,2672.495999932289
http://vk.com/,HTTPS-1,NORMAL-BYPASS,144.33800000000002,3532.4650000333786
http://vk.com/,HTTPS-2,NORMAL-BYPASS,139.56799999999998,2270.733999967575
http://vk.com/,HTTPS-0,NORMAL-HTTP,199.23799999999994,3937.366000056267
http://vk.com/,QUIC-2,NORMAL-QUIC,193.56900000000007,2990.875
http://vk.com/,HTTPS-1,NORMAL-HTTP,203.38800000000003,3029.8650000095367
http://vk.com/,QUIC-0,NORMAL-QUIC,197.12900000000002,4371.817999958992
http://vk.com/,QUIC-1,NORMAL-QUIC,199.44099999999997,3262.164999961853
http://vk.com/,HTTPS-2,NORMAL-HTTP,204.42499999999995,3280.194999933243
http://vk.com/,QUIC-1,NORMAL-HTTP,197.68200000000002,2898.6459999084473
http://vk.com/,QUIC-0,NORMAL-HTTP,195.83999999999997,3225.8240000009537
http://vk.com/,QUIC-2,NORMAL-HTTP,195.62600000000003,2948.2460000514984
http://facebook.com/,QUIC-2,NORMAL-BYPASS,211.495,1580.182000041008
http://facebook.com/,QUIC-1,NORMAL-BYPASS,155.074,1657.2730000019073
http://facebook.com/,QUIC-0,NORMAL-BYPASS,117.06099999999999,1499.1849999427795
http://facebook.com/,HTTPS-0,NORMAL-BYPASS,120.87800000000001,1573.6450001001358
http://facebook.com/,HTTPS-1,NORMAL-BYPASS,145.18699999999998,1604.013000011444
http://facebook.com/,HTTPS-2,NORMAL-BYPASS,152.924,1619.4919999837875
http://facebook.com/,HTTPS-0,NORMAL-HTTP,459.044,8110.051000118256
http://facebook.com/,QUIC-2,NORMAL-QUIC,199.84900000000005,3182.955999970436
http://facebook.com/,HTTPS-1,NORMAL-HTTP,166.207,2894.581999897957
http://facebook.com/,QUIC-0,NORMAL-QUIC,163.519,2795.71799993515
http://facebook.com/,QUIC-1,NORMAL-QUIC,336.83400000000006,3852.508999943733
http://facebook.com/,HTTPS-2,NORMAL-HTTP,162.425,2666.496999979019
http://facebook.com/,QUIC-1,NORMAL-HTTP,163.171,2685.7230001688004
http://facebook.com/,QUIC-0,NORMAL-HTTP,247.301,3053.2860000133514
http://facebook.com/,QUIC-2,NORMAL-HTTP,156.05,2534.0349999666214
http://live.com/,QUIC-2,NORMAL-BYPASS,80.206,577.6660000085831
http://live.com/,QUIC-1,NORMAL-BYPASS,51.99199999999999,497.99700009822845
http://live.com/,QUIC-0,NORMAL-BYPASS,51.83399999999999,525.6380001306534
http://live.com/,HTTPS-0,NORMAL-BYPASS,29.709000000000003,1576.833999991417
http://live.com/,HTTPS-1,NORMAL-BYPASS,28.158999999999992,620.6699999570847
http://live.com/,HTTPS-2,NORMAL-BYPASS,43.114999999999995,645.634999871254
http://live.com/,HTTPS-0,NORMAL-HTTP,116.84100000000001,7501.106999993324
http://live.com/,QUIC-2,NORMAL-QUIC,105.149,2505.460000038147
http://live.com/,HTTPS-1,NORMAL-HTTP,105.93199999999996,2102.036999940872
http://live.com/,QUIC-0,NORMAL-QUIC,112.71500000000003,2479.4329999685287
http://live.com/,QUIC-1,NORMAL-QUIC,87.56800000000001,2110.6879999637604
http://live.com/,HTTPS-2,NORMAL-HTTP,78.22000000000003,1787.6549999713898
http://live.com/,QUIC-1,NORMAL-HTTP,120.07100000000003,868.680999994278
http://live.com/,QUIC-0,NORMAL-HTTP,116.67300000000006,2442.976000070572
http://taobao.com/,QUIC-2,NORMAL-BYPASS,5.5569999999999595,5262.709999918938
http://taobao.com/,QUIC-1,NORMAL-BYPASS,4.882000000000005,3712.6710000038147
http://taobao.com/,QUIC-0,NORMAL-BYPASS,5.673000000000002,5166.921000003815
http://taobao.com/,HTTPS-0,NORMAL-BYPASS,5.031000000000006,4377.763999938965
http://taobao.com/,HTTPS-1,NORMAL-BYPASS,4.739000000000033,4478.735999941826
http://taobao.com/,HTTPS-2,NORMAL-BYPASS,93.36400000000003,5666.71699988842
http://taobao.com/,QUIC-2,NORMAL-QUIC,0,146.02600002288818
http://taobao.com/,QUIC-0,NORMAL-QUIC,0,146.22200000286102
http://taobao.com/,QUIC-1,NORMAL-QUIC,0,153.5239999294281
http://taobao.com/,HTTPS-2,NORMAL-HTTP,56.73000000000002,6571.830000042915
http://taobao.com/,QUIC-1,NORMAL-HTTP,42.048,2355.135999917984
http://taobao.com/,QUIC-0,NORMAL-HTTP,42.48299999999995,5368.371000051498
http://taobao.com/,QUIC-2,NORMAL-HTTP,43.64599999999996,3404.9800000190735
http://instagram.com/,HTTPS-0,NORMAL-BYPASS,192.22500000000002,1292.5939999818802
http://instagram.com/,HTTPS-1,NORMAL-BYPASS,87.842,800.7060000896454
http://instagram.com/,HTTPS-2,NORMAL-BYPASS,78.94,776.0950000286102
http://linkedin.com/,QUIC-2,NORMAL-BYPASS,192.859,570.9050000905991
http://linkedin.com/,QUIC-1,NORMAL-BYPASS,205.737,577.3009999990463
http://linkedin.com/,QUIC-0,NORMAL-BYPASS,199.627,637.8949999809265
http://linkedin.com/,HTTPS-0,NORMAL-BYPASS,192.768,867.0060000419617
http://linkedin.com/,HTTPS-1,NORMAL-BYPASS,207.048,587.671000123024
http://linkedin.com/,HTTPS-2,NORMAL-BYPASS,260.177,650.9479998350143
http://linkedin.com/,QUIC-2,NORMAL-QUIC,0,146.4740000963211
http://linkedin.com/,HTTPS-1,NORMAL-HTTP,216.56599999999997,1680.0929999351501
http://linkedin.com/,QUIC-0,NORMAL-QUIC,0,145.17200005054474
http://linkedin.com/,QUIC-1,NORMAL-QUIC,0,143.68600010871887
http://linkedin.com/,HTTPS-2,NORMAL-HTTP,212.62899999999996,3775.626999974251
http://linkedin.com/,QUIC-1,NORMAL-HTTP,0,145.87600004673004
http://linkedin.com/,QUIC-0,NORMAL-HTTP,2345.8190000000004,3666.484999895096
http://linkedin.com/,QUIC-2,NORMAL-HTTP,0,146.1909999847412
http://yahoo.com/,QUIC-2,NORMAL-BYPASS,52.299,2791.1979999542236
http://yahoo.com/,QUIC-1,NORMAL-BYPASS,53.697,1507.8320000171661
http://yahoo.com/,QUIC-0,NORMAL-BYPASS,64.15299999999999,1727.3409999608994
http://yahoo.com/,HTTPS-0,NORMAL-BYPASS,50.07599999999999,2629.7799999713898
http://yahoo.com/,HTTPS-1,NORMAL-BYPASS,52.127,2695.4769999980927
http://yahoo.com/,HTTPS-2,NORMAL-BYPASS,171.707,2656.973999977112
http://yahoo.com/,HTTPS-0,NORMAL-HTTP,95.94900000000001,6752.705000042915
http://yahoo.com/,HTTPS-1,NORMAL-HTTP,81.44400000000002,7470.666000008583
http://yahoo.com/,QUIC-0,NORMAL-QUIC,87.82099999999997,9338.37699997425
http://yahoo.com/,HTTPS-2,NORMAL-HTTP,156.64099999999996,7271.385000109673
http://qq.com/,QUIC-2,NORMAL-BYPASS,38.675,8637.117999911308
http://qq.com/,QUIC-1,NORMAL-BYPASS,40.967,7870.645999908447
http://qq.com/,QUIC-0,NORMAL-BYPASS,40.897,8433.370000004768
http://qq.com/,HTTPS-0,NORMAL-BYPASS,44.18,7984.318999886513
http://qq.com/,HTTPS-1,NORMAL-BYPASS,159.789,8650.56500005722
http://qq.com/,HTTPS-2,NORMAL-BYPASS,47.468,7874.37399995327
http://qq.com/,HTTPS-0,NORMAL-HTTP,42.10900000000001,8683.570000052452
http://qq.com/,HTTPS-1,NORMAL-HTTP,42.90700000000001,8598.891000032425
http://qq.com/,QUIC-0,NORMAL-QUIC,1256.472,5941.976999878883
http://qq.com/,QUIC-1,NORMAL-QUIC,645.3979999999999,5243.521999955177
http://qq.com/,HTTPS-2,NORMAL-HTTP,41.257000000000005,8644.121000051498
http://qq.com/,QUIC-1,NORMAL-HTTP,429.32000000000005,3870.2960000038147
http://qq.com/,QUIC-0,NORMAL-HTTP,1171.678,5795.253999948502
